,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,company_name,email,home_page,phone_number,street_address,updated,url
2683,2683,1,,SVSLOG,guilherme@svslog.com.br,svslog.com.br,+55(19) 3778.9590,"Av Antonio Artioli 570, Swiss Park Office Bloco B2, Sala 04, Campinas, Sao Paulo, Brasil","Feb, 24, 2017",http://www.cargoyellowpages.com/en/brazil/campinas/page_01.html
2684,2684,2,,BASKA ASSESSORIA SERVICOS E COMISSARIOS ADUANEIROS...,,www.baskaweb.com.br,+55 19 3303-1112,"Rua Doutor Pinto Ferraz 1000, Sao Bernardo, Campinas, Sao Paulo, Brasil","Mar, 18, 2013",http://www.cargoyellowpages.com/en/brazil/campinas/page_01.html
2685,2685,3,,CARGOFAST LOGISTICS DO BRASIL LTDA,carlos.souza@cargofast.com.br,www.cargofast.com.br,+55 (0)19 3396-6716,"SP, Rua Dr Diogo Prado 134, Cambui, 13024-210 Campinas, Brazil",,http://www.cargoyellowpages.com/en/brazil/campinas/page_01.html
2686,2686,4,,BRASERVICE TRANSPORTES INTERNACIONAIS,bd@braservice.net,www.braservice.net,+55 (0)13 3221-4760,", Brazil",,http://www.cargoyellowpages.com/en/brazil/campinas/page_01.html
2687,2687,5,,ELOTRANS TRANSPORTES INTERNACIONAIS LTDA,vcp@elotrans.com.br,www.elotrans.com.br,+55 (0)19 3225-7515,"SP, Rod Santos Dumont Km 66, Viracopos Intl Airport, Centro Empresarial, Sala 195, 1st floor, 13055-970 Campinas, Brazil",,http://www.cargoyellowpages.com/en/brazil/campinas/page_01.html
2688,2688,6,,DUN EXPRESS LOGISTICS,priscila@dunexpress.com.br,www.dunexpress.com.br,+55 (0)19 3234-3020,", Brazil",,http://www.cargoyellowpages.com/en/brazil/campinas/page_01.html
2689,2689,7,,DFX TRANSPORTE INTERNACIONAL LTDA,fcampos@dfx.com.br,www.grupodfx.com.br,+55 (0)19 13725-6215,"SP, Rodovia Santos Dumont Km 66, Container 39 Aeroporto Internacional, Viracopos, CEP 123055-900 Campinas SP, Brazil",,http://www.cargoyellowpages.com/en/brazil/campinas/page_01.html
2690,2690,8,,DC LOGISTICS BRASIL,guilherme.luz@dclogisticsbrasil.com,www.dclogisticsbrasil.com.br,+55 (0)19 2121-6685,"SP, Rua Quirino do Amaral 144, Salas 1.502 e 1.503, 13023-570  SP, Brazil",,http://www.cargoyellowpages.com/en/brazil/campinas/page_01.html
2691,2691,9,,GW FREIGHT MANAGEMENT BRAZIL,info@br.geodiswilson.com,www.br.geodiswilson.com,+55 (0)19 3225-6954,", Brazil",,http://www.cargoyellowpages.com/en/brazil/campinas/page_01.html
2692,2692,10,,GRUPO MP ASSESSORIA EM COMERCIO EXTERIOR LTDA,mpassessoriaempresarial@bol.com.br,www.mpassessoria.com.br,+55 (0)19 3731-4700,", Brazil",,http://www.cargoyellowpages.com/en/brazil/campinas/page_01.html
2693,2693,11,,GRUPO MERCOCAMP,,www.grupomercocamp.com.br,+55 (0)19 3873-9587,", Brazil",,http://www.cargoyellowpages.com/en/brazil/campinas/page_01.html
2694,2694,12,,NOBEL CARGO SYSTEMS,nobelbr@nobelcargo.com,www.nobelcargo.com,+55 (0)19 3395-4550,"SP, Av Jose Souza Campos 1815 - 304-06, SP-13025 Campinas, Brazil",,http://www.cargoyellowpages.com/en/brazil/campinas/page_01.html
2695,2695,13,,KONIG DO BRASIL CARGA INTERNACIONAL LTDA,beto@konig.com.br,www.konig.com.br,+55 (0)19 3232-1010,", Brazil",,http://www.cargoyellowpages.com/en/brazil/campinas/page_01.html
2696,2696,14,,ITATRANS AGILITY LOGISTICA INTERNACIONAL SA,,www.itatrans.com.br,+55 (0)19 3265-3211,"SP, Rodovia Santos Dumont KM66, s/n Salas 219/220, Aeropuerto de Viracopos, 13052-900 Campinas, Brazil",,http://www.cargoyellowpages.com/en/brazil/campinas/page_01.html
2697,2697,15,,TCEX LOGISTICA INTERNACIONAL LTDA,,,+55 (0)19 3231-8922,", Brazil",,http://www.cargoyellowpages.com/en/brazil/campinas/page_01.html
2698,2698,16,,SCHENKER DO BRASIL TRANSPORTES INTERNACIONAIS LTDA...,sales.campinas@schenker.com,www.schenker.com.br,+55 (0)19 2138-8100,"SP, Av Moraes Sales, 711-5 Andar Centro, CEP 13010-910 Campinas SP, Brazil",,http://www.cargoyellowpages.com/en/brazil/campinas/page_01.html
2699,2699,17,,PANALPINA LTDA,,www.panalpina.com,+55 (0)19 3725-6160,", Brazil",,http://www.cargoyellowpages.com/en/brazil/campinas/page_01.html
2700,2700,18,,NOBEL TRANSPORTES INTERNACIONAIS,nobelbr@nobelcargo.com,www.nobelcargo.com,+55 (0)19 3794-4550,"SP, Rua Jose de Souza Campos, 1815 S 304/6, 13025-320 Campinas, Brazil",,http://www.cargoyellowpages.com/en/brazil/campinas/page_01.html
2701,2701,19,,"ASA EXPRESS TRANSPORTES LTDA., CAMPINAS",comercial@asaexpress.com.br,www.asaexpress.com.br,+55 (19) 3725-5804,"Rodovia Santos Dumont Km 66, Aeroporto Nacional de Viracopos, Salas 130 e 131, Centro Empresarial, Campinas / SP, Brazil",,http://www.cargoyellowpages.com/en/brazil/campinas/page_01.html
2702,2702,20,,GIANT TRANSPORTES NACIONAIS E INTERNACIONAIS LTDA....,jmiranda@giantcargo.com.br,www.giantcargo.com.br,+55 (11) 3305-4160,"Av. Presidente Wilson, 2220 - Mooca, Sao Paulo - SP - Brasil - CEP: 3107-002, Brazil",,http://www.cargoyellowpages.com/en/brazil/campinas/page_01.html
2703,2703,21,,GRECCHI SERVIçOS DE COM. EXT. LTDA,grecchi@grecchi.com.br,www.grecchi.com.br,+55(0)19 3233.8477,"Rua Regente Feijo 712, 3er Andar, Cj. 34, Centro  SP CEP 13.013-905, Brazil",,http://www.cargoyellowpages.com/en/brazil/campinas/page_01.html
2704,2704,22,,GRUPO BRASILIENSE,,www.brasiliense.com.br,+55 (19) 2102-4700,", Brazil",,http://www.cargoyellowpages.com/en/brazil/campinas/page_01.html
2705,2705,23,,GRUPO BRASILIENSE,,www.brasiliense.com.br,+55 (19) 3306-4701,", Brazil",,http://www.cargoyellowpages.com/en/brazil/campinas/page_01.html
2706,2706,24,,ITAPOLIS,itapolis@itapolis.com,www.itapolis.com,+55 19 3731 8411,"Av. Francisco Glicerio 957, andar 2,  SP, Brazil",,http://www.cargoyellowpages.com/en/brazil/campinas/page_01.html
2707,2707,25,,KERRY LOGISTICS DO BRASIL - TRANSPORTES INTERNACIO...,contact.brazil@kerrylogistics.com,www.kerrylogistics.com,+55 19 3232 4644,"Rua Barao de Jaguara 707, 6 andar, Centro  SP CEP 13015-926, Brazil",,http://www.cargoyellowpages.com/en/brazil/campinas/page_01.html
2708,2708,26,,MERIDIONAL CARGAS,cpq@meridionalcargas.com.br,www.meridionalcargas.com.br,+55(19) 3781-1515,"Rua Adalberto Panzan 45, Aparecidinhav Campinas SP, Brazil",,http://www.cargoyellowpages.com/en/brazil/campinas/page_01.html
2709,2709,27,,"V. SANTOS CARGO, CAMPINAS",abilio@vsantos.com.br,www.vsantos.com.br,+55 19 3252-0466,", Brazil",,http://www.cargoyellowpages.com/en/brazil/campinas/page_01.html
2710,2710,0,,BRAZIL WIND LOGISTICS AGENCIAMENTO INTERNACIONAL D...,fabiana@windlog.com.br,www.windlog.com.br,+55 (19) 3737-1420,"Rua Luzitana,740 - 2 Andar - Sala 23/24 - Centro -  SP 13015-121, Brazil",,http://www.cargoyellowpages.com/en/brazil/campinhas/page_01.html
2711,2711,0,,TRANSCONTINENTAL LOGISTICA S/A,transcon@transcon.com.br,www.transcon.com.br,+55 (0)51 2131-0050,"Rua Canada No 475, Bairro Sao Luiz, 92420-180  RS, Brazil",,http://www.cargoyellowpages.com/en/brazil/canoas/page_01.html
2712,2712,1,,AMTRANS INTERNATIONAL TRANSPORT - CANOAS,canoas@amtrans.com.br,www.amtrans.com.br,+55 51 3463-4407,", Brazil",,http://www.cargoyellowpages.com/en/brazil/canoas/page_01.html
2713,2713,0,,PERFIL CARGO LTDA,comercial@perfilcargo.com.br,,+55 (0)54 3222-0554,"RS, Rua Luiz Michielon, 906 Sala 42, 95074-0000 Caxias do Sul, RS, Brazil",,http://www.cargoyellowpages.com/en/brazil/caxias-do-sul/page_01.html
2714,2714,1,,FOCO AGENCIA DE CARGAS LTD,comercialrs@fococargo.com.br,www.fococargo.com.br,+55 (0)54 3027-6111,", Brazil",,http://www.cargoyellowpages.com/en/brazil/caxias-do-sul/page_01.html
2715,2715,0,,"TRANSNINIVE MUDANCAS E LOGISTICA LTDA,",,www.transninive.com.br,+55 (11) 4978-5150,"Santo Andre, SP, CEP: 09120-160, Brazil",,http://www.cargoyellowpages.com/en/brazil/centreville/page_01.html
2716,2716,0,,COOPERCARGA LOGISTICA,coopercarga@coopercarga.com.br,www.coopercarga.com.br,+55 48 3301 7000,"Rua Marechal Deodoro 36, andar 3,  SC, Brazil",,http://www.cargoyellowpages.com/en/brazil/concordia/page_01.html
2717,2717,0,,EXPERT LOG  CRICIUMA,mbatista@expert-log.com,WWW.expert-log.com,+55 48 3411-5992,", Brazil",,http://www.cargoyellowpages.com/en/brazil/criciuma/page_01.html
2718,2718,0,,ETERNITY GLOBAL LOGISTICS,rnagel@eternityglobal.com.br,www.eternityglobal.com.br,+554130181138,"Padre Anchieta, 2050 - Room 306, Curitiba, Parana, Brazil","Jan, 24, 2017",http://www.cargoyellowpages.com/en/brazil/curitiba/page_01.html
2719,2719,1,,GRUPO CASCO,kleber.fontes@grupocasco.com.br,www.grupocasco.com.br,+55 41 3039 8156,"Rua Leonel Franca 471, Fanny - Curitiba, Parana - CEP 81030-250, Brasil","Jul, 20, 2015",http://www.cargoyellowpages.com/en/brazil/curitiba/page_01.html
2720,2720,2,,TOP TEAM LOGISTICS - CWB,frank@topteamfreight.com,www.topteamfreight.com,+55 41 41414271,"Rua Emilio de Menezes, #640, Sala 04, Curitiba, PR 80510-320, Esatado do Parana, Beazil","Apr, 02, 2013",http://www.cargoyellowpages.com/en/brazil/curitiba/page_01.html
2721,2721,3,,B & M LOGISTICA INTERNACIONAL LTDA,wca@bmlog.com.br,www.bmlog.com,+55 (0)41 3208-5800,"PR, Av Santa Catarina no 65 sala 801a, Agua Verde, 80620-100  PR, Brazil",,http://www.cargoyellowpages.com/en/brazil/curitiba/page_01.html
2722,2722,4,,ALTERNATIVACOMEX LOGISTICA INTERNACIONAL LTDA,daniela@alternativacomex.com.br,www.alternativacomex.com.br,+55 (0)41 3082-0100,", Brazil",,http://www.cargoyellowpages.com/en/brazil/curitiba/page_01.html
2723,2723,5,,FIGWAL TRANSPORTES INTERNACIONAIS LTDA,figwal.cwb@figwal.com.br,www.figwal.com.br,+55 (0)41 3282-9833,"PR, Av Rocha Pombo 2528, Aguas Belas, 83010-620 Curitiba, Brazil",,http://www.cargoyellowpages.com/en/brazil/curitiba/page_01.html
2724,2724,6,,EXPERT-LOG AGEC DE CARG NAC INTL LTDA,expert-log@expert-log.com,www.expert-log.com,+55 (0)41 3252-7411,"PR, Av Candido de Abreu 776, Cj 903, Edificio World Business, Centro Civico, CEP 80530-000  Parana, Brazil",,http://www.cargoyellowpages.com/en/brazil/curitiba/page_01.html
2725,2725,7,,DSRLOG INTERNACIONAL LTDA,ana.schuchovski@grupodsr.com.br,www.grupodsr.com.br,+55 (0)41 3227-8736,"PR, Rua Joao Lunardelli, 80 - Armazem II, Cidade Industrail De  81460-100  PR, Brazil",,http://www.cargoyellowpages.com/en/brazil/curitiba/page_01.html
2726,2726,8,,DFX TRANSPORTE INTERNACIONAL LTDA,emoraes@dfx.com.br,www.grupodfx.com.br,,"PR, Rua XV de Novembro 1234, SL 1105, CEP 80060-000 Curitiba, Brazil",,http://www.cargoyellowpages.com/en/brazil/curitiba/page_01.html
2727,2727,9,,DFX TRANSPORTE INTERNACIONAL LTDA,emoraes@dfx.com.br,www.grupodfx.com.br,+55 (0)41 3362-0409,", Brazil",,http://www.cargoyellowpages.com/en/brazil/curitiba/page_01.html
2728,2728,10,,DC LOGISTICS BRASIL,guilherme.luz@dclogisticsbrasil.com,www.dclogisticsbrasil.com.br,+55 (0)41 3014 8509,"PR, Travessa Da Lapa 96, S1 51/52, 80010-190  PR, Brazil",,http://www.cargoyellowpages.com/en/brazil/curitiba/page_01.html
2729,2729,11,,CWB LOGISTICS INTERNATIONAL,contato@cwblogistics.com.br,www.cwblogistics.com.br,+55 (0)41 3378-1754,"PR, Rua Eduardo Kirylla 45, 81770-160  Parana, Brazil",,http://www.cargoyellowpages.com/en/brazil/curitiba/page_01.html
2730,2730,12,,CARGO SHIPPING SERVICES LTDA,carlos.hauck@csslog.com.br,www.csslog.com.br,+55 (0)41 3078-6090,"PR, Av Republica Argentina, 452 - Room 1409 - 14th floor, 80240-210  PR, Brazil",,http://www.cargoyellowpages.com/en/brazil/curitiba/page_01.html
2731,2731,13,,CARGO LOGISTICS DO BRASIL,cargologistics@cargologistics.com.br,www.cargologistics.com.br,+55 (0)41 3021-3500,"PR, Rodovia BR-116, n 13835, Bairro Vila Hauer, 81690-200  PR, Brazil",,http://www.cargoyellowpages.com/en/brazil/curitiba/page_01.html
2732,2732,14,,BFF CARGO LOGISTICA E COMERICO EXTERIOR LTDA,bffcargo@bffcargo.com.br,www.bffcargo.com.br,+55 (0)41 3342-9097,"PR, Rua Santa Catarina, 65 sl 611B,  PR, Brazil",,http://www.cargoyellowpages.com/en/brazil/curitiba/page_01.html
2733,2733,15,,SCHENKER DO BRASIL TRANSPORTES INTERNACIONAIS LTDA...,sales.curitiba@schenker.com,www.schenker.com.br,+55 (0)41 3595-5300,"PR, Av marechal Deodoro, 950-5 Andar, 80060-010 Curitiba PR, Brazil",,http://www.cargoyellowpages.com/en/brazil/curitiba/page_01.html
2734,2734,16,,PINHO INTERNATIONAL SA,pinhocargo@pinho.com.br,www.pinho.com.br,+55 (0)41 3219-4300,"PR, Rua Marechal Deodoro 503, 16th floor, Centro, 80020-320  PR, Brazil",,http://www.cargoyellowpages.com/en/brazil/curitiba/page_01.html
2735,2735,17,,PANALPINA LTDA,,www.panalpina.com,+55 (0)41 2102-1400,", Brazil",,http://www.cargoyellowpages.com/en/brazil/curitiba/page_01.html
2736,2736,18,,MTF GLOBAL LOGISTICS,mthomazneto@mtfglobal.com.br,,+55 (0)41 3024-5510,"PR, Rua Prof Joao Soares Barcelos 3701/3725, Boqueirao, 81670-080  PR, Brazil",,http://www.cargoyellowpages.com/en/brazil/curitiba/page_01.html
2737,2737,19,,LOGIN TRANSPORT INTERNATIONAL,sales@login-int.com,,+55 (0)41 3242-4200,", Brazil",,http://www.cargoyellowpages.com/en/brazil/curitiba/page_01.html
2738,2738,20,,ITATRANS AGILITY LOGISTICA INTERNACIONAL SA,LCardoso@agilitylogistics.com,www.itatrans.com.br,+55 (0)41 3015-3330,", Brazil",,http://www.cargoyellowpages.com/en/brazil/curitiba/page_01.html
2739,2739,21,,INTERGATE CARGO,carlos@intergatecargo.com.br,www.intergatecargo.com.br,+55 (0)41 3023-3773,"PR, R Almirante Tamandare 1075, SL 01, CEP 80040-110 Curitiba-Parana, Brazil",,http://www.cargoyellowpages.com/en/brazil/curitiba/page_01.html
2740,2740,22,,INOVA SERVICIOS ADUANEIROS E LOGISTICA LTDA,logistics@inovacomex.com.br,www.inovacomex.com.br,+55 (0)41 3095-0662,"PR, Rua Presidente Padua Fleury 1309, SL 3-04, 81630-240  Parana, Brazil",,http://www.cargoyellowpages.com/en/brazil/curitiba/page_01.html
2741,2741,23,,HRAIFA LOGISTICA INTEGRADA LTDA,milton.ribeiro@hraifa.com.br,www.hraifa.com.br,+55 (0)41 3224-4425,"PR, Rua Joao Negrao, 731 CJ 701, 80010-200 Curitiba, Brazil",,http://www.cargoyellowpages.com/en/brazil/curitiba/page_01.html
2742,2742,24,,GW FREIGHT MANAGEMENT BRAZIL,,www.br.geodiswilson.com,+55 (0)41 3306-1450,"PR, Rua Senador Xavier da Silva 488, CEP 80530-980  PR, Brazil",,http://www.cargoyellowpages.com/en/brazil/curitiba/page_01.html
2743,2743,25,,GATE EXPRESS TRANSITáRIO DE CARGAS LTDA,gatecwb@gateexpress.com.br,www.gateexpress.com.br,+55 (0)41 3322-4466,", Brazil",,http://www.cargoyellowpages.com/en/brazil/curitiba/page_01.html
2744,2744,26,,VMLOG LOGISTICA INTERNACIONAL,carlos@vmlog.com.br,www.vmlog.com.br,+55 (0)41 3242-5223,", Brazil",,http://www.cargoyellowpages.com/en/brazil/curitiba/page_01.html
2745,2745,27,,ACL INTERNATIONAL LOGISTICS,contato@aclog.com.br,www.aclog.com.br,+55 (0)41 323-2366,"PR, Rua das comunidades, centro, Gaspar/SC, Brazil",,http://www.cargoyellowpages.com/en/brazil/curitiba/page_01.html
2746,2746,28,,ACTION AGENCIAMENTO DE CARGAS LTDA.,ariam@ariam.com.br,www.ariam.com.br,+55 (41) 3262.9044,"Av. Prefeito Mauricio Fruet, 1318, Cajuru, Curitiba - PR, CEP 82900-010, Brazil",,http://www.cargoyellowpages.com/en/brazil/curitiba/page_01.html
2747,2747,29,,ARIES GLOBAL LOGISTICS,info@ariesglobal.com.br,www.ariesglobal.com,+55 (41)9600-5621,"Rua Constantino Marochi 422 Cs 02,  PR (Parana), Brazil",,http://www.cargoyellowpages.com/en/brazil/curitiba/page_01.html
2748,2748,30,,CMD GLOBAL SERVICES,cmd.curitiba@cmdglobal.com.br,www.cmdglobal.com.br,+55 41 3278-3958,"Rua Voluntarios da Patria, 1459, Centro, Sao Jose dos Pinhais, Curitiba, Brazil",,http://www.cargoyellowpages.com/en/brazil/curitiba/page_02.html
2749,2749,31,,COOPERCARGA LOGISTICA,armazem.pr@coopercarga.com.br,www.coopercarga.com.br,+55(41) 3388 8500,"Rua Zilah Walbach Prestes 180, Bairro Butiatuvinha, Curitiba-PR, CEP 82400307, Brazil",,http://www.cargoyellowpages.com/en/brazil/curitiba/page_02.html
2750,2750,32,,FRETTES LOGISTICA INTERNACIONAL LTDA.,frettes@frettes.com.br,www.frettes.com.br,+55 41 3276 8601,"Av. Com. Franco 6848 - Cep 81560-000  Parana (PR), Brazil",,http://www.cargoyellowpages.com/en/brazil/curitiba/page_02.html
2751,2751,33,,GLOBAL GOODS CORPORATION,cwb@globalgoods.com.br,www.globalgoods.com.br,+55(41)7816 3098,"Terminal de Cargas Internacionais, Sala dos Despachantes, Av. Rocha Pombo S/N, 83010-620  PR, Brazil",,http://www.cargoyellowpages.com/en/brazil/curitiba/page_02.html
2752,2752,34,,GRUPO BRASILIENSE,,www.brasiliense.com.br,+55 (41) 3202-4800,"Rua Francisco Rocha, 62, 10o.andar, Salas 1003 e 1004, Bairro Batel, Curitiba - PR, CEP: 80.420-130, Brazil",,http://www.cargoyellowpages.com/en/brazil/curitiba/page_02.html
2753,2753,35,,INTERPRISE,interprise@onda.com.br,www.interprise.srv.br,+55 41 9642 7722,"Rua Nicola Pellanda 1801, Pinheirino,  PA, Brazil",,http://www.cargoyellowpages.com/en/brazil/curitiba/page_02.html
2754,2754,36,,LOGWIN AIR + OCEAN BRAZIL LTDA,airocean.br@logwin-logistics.com,www.logwin-logistics.com,+55 41 3224 5216,"Rua Barao do Rio Branco, 63 Conj. 611, 80010-900 Curitiba, Brazil",,http://www.cargoyellowpages.com/en/brazil/curitiba/page_02.html
2755,2755,37,,MERIDIONAL CARGAS,cwb@meridionalcargas.com.br,www.meridionalcargas.com.br,+55(41) 3112-4311,"Rua Cad. Reno G Longo Junior 11, Boqueirao,  PR, Brazil",,http://www.cargoyellowpages.com/en/brazil/curitiba/page_02.html
2756,2756,38,,RED BALL LOGISTICS,info@redball.es,www.logisticsredball.com,(+55) 4130764576,"Av Joao Gualberto, 731 CJ 202, Alto da Gloria, Curitiba / PR, CEP 80030-000, Brazil",,http://www.cargoyellowpages.com/en/brazil/curitiba/page_02.html
2757,2757,39,,ROCHAMAR AGENCIA MARITIMA S/A,sales@tarannis.com.br,www.tarannis.com.br,+ 55 41 2111-5606,", Brazil",,http://www.cargoyellowpages.com/en/brazil/curitiba/page_02.html
2758,2758,0,,MERIDIONAL CARGAS,fln@meridionalcargas.com.br,www.meridionalcargas.com.br,+55(48)3722-1515,"Rua Romalino Joao da Rosa, Jardim Eldorado, Palhoca (Florianopolis) SC, Brazil",,http://www.cargoyellowpages.com/en/brazil/florianopolis/page_01.html
2759,2759,0,,GLOBALSIEG REPRESENTACOES E GERENCIAMENTO DE COMER...,ef_aguiar@globalsieg.com.br,www.globalsieg.com.br,+55 8585307821,"Ave. Benjamim Brasil, 710 Office 03, Maraponga, Fortaleza, Ceara, Brazil","May, 08, 2014",http://www.cargoyellowpages.com/en/brazil/fortaleza/page_01.html
2760,2760,1,,EMITRADE MARKETING & TRANSPORT INTERNACIONAL LTDA,peters@emitrade.com.br,www.emitrade.com.br,+55 (0)85 3242 0888,", Brazil",,http://www.cargoyellowpages.com/en/brazil/fortaleza/page_01.html
2761,2761,2,,EBC LOGISTICS,edilsonoliveira@ebclogistics.com.br,www.ebclogistics.com.br,+55 (0)85 3023-5059,", Brazil",,http://www.cargoyellowpages.com/en/brazil/fortaleza/page_01.html
2762,2762,3,,CTI - CEARA TRANSPORTES INTERNACIONAIS LTDA,comercial@cticargo.com.br,www.cticargo.com.br,+55 (0)85 3264-9013,"CE, Av Dom Luis 300 Salas 1012/3, 60160-230  CE, Brazil",,http://www.cargoyellowpages.com/en/brazil/fortaleza/page_01.html
2763,2763,4,,SALCO LOGISTICS (HQ),salco@salcologistics.com.br,www.salcologistics.com.br,+55 85 3031 3700,"Av. Eng. Santana Junior, 3000, Salas 1202 a 1208, Central Park Business, Coco, Fortaleza/Ceara, CEP 60192-205, Brazil",,http://www.cargoyellowpages.com/en/brazil/fortaleza/page_01.html
2764,2764,0,,CARGO SERVICE COMPANY COMERCIO LTDA.,ricardo.sereghetti@cargoservice.com.br,,+55 (16) 3721-2927,", Brazil",,http://www.cargoyellowpages.com/en/brazil/franca/page_01.html
2765,2765,0,,UNIAO CARGO LTDA,,www.uniaocargo.com.br,+55 (0)62 207-1390,"GO, Jose Marques Riberiro Rua, Isa Lostrado, QD-14, LT-07, CEP 74335-280 Goiania, Brazil",,http://www.cargoyellowpages.com/en/brazil/goiania/page_01.html
2766,2766,1,,BRAZIL WIND LOGISTICS AGENCIAMENTO INTERNACIONAL D...,claudia@windlog.com.br,www.windlog.com.br,+55 (62) 3932-2266,"Rua 28, No. 450 - QD j13 Lt 07 - Setor Marista - 74150-090, Brazil",,http://www.cargoyellowpages.com/en/brazil/goiania/page_01.html
2767,2767,0,,MERIDIONAL CARGAS,gvr@meridionalcargas.com.br,www.meridionalcargas.com.br,+55(33) 3277-2300,"Avenida JK, 4433, Centro  MG, Brazil",,http://www.cargoyellowpages.com/en/brazil/gov.-valadares/page_01.html
2768,2768,0,,LOG 3 LOGISTICA LTDS.,deckson@log3.com.br,www.log3.com.br,+55(21) 9565-3525,"Av. Tiradentes, 261, Guararapes - SP, 16700-000, Brazil",,http://www.cargoyellowpages.com/en/brazil/guararapes/page_01.html
2769,2769,0,,SCHUALM ASSESSORIA IMPORT EXPORT LTDA.,claus.william.schulze@gmail.com,www.schualm.com.br/,+55 11 2656 5062,"Rua Joao Artoni, 170 - Apto. FL-34, Guarulhos, SP, Brasil","Dec, 14, 2017",http://www.cargoyellowpages.com/en/brazil/guarulhos/page_01.html
2770,2770,1,,AMAZON TRANSCARGO & MOVERS,amazon@amazontranscargo.com.br,amazontranscargo.com.br/,+55 11 2600 9511,"Av Dr. Timoteo Penteado 2322 - Sobre loja Vila Hulda, Guarulhos, SP, Brasil","Apr, 07, 2017",http://www.cargoyellowpages.com/en/brazil/guarulhos/page_01.html
2771,2771,2,,TAG CARGO TRANSPORTES INTL LTDA,gabriela.olivieri@tagcargo.com.br,www.tagcargo.com.br,+55 11 2421 8130,"Rua Conego Valadao 1323, Guarulhos - Sao Paulo SP, CEP:07040-000, Brasil","Jul, 31, 2015",http://www.cargoyellowpages.com/en/brazil/guarulhos/page_01.html
2772,2772,3,,AREMAR LOG CARGO LTDA,marciavaz@aremar.com.br,www.aremar.com.br,+55 (0)11 6482-0641,"Sao Paulo,  SP, Brazil",,http://www.cargoyellowpages.com/en/brazil/guarulhos/page_01.html
2773,2773,4,,"ASA EXPRESS TRANSPORTES LTDA., GUARULHOS",comercial@asaexpress.com.br,www.asaexpress.com.br,+55 (11) 2445-6054,"Rodovia Helio Smidt s/n, Aeroporto Internacional de  Predio de apoio Teca, Sala 02.12 -Cumbica- Guarulhos / SP, Brazil",,http://www.cargoyellowpages.com/en/brazil/guarulhos/page_01.html
2774,2774,5,,BRAZIL WIND LOGISTICS AGENCIAMENTO INTERNACIONAL D...,helena@windlog.com.br,www.windlog.com.br,+55 (11) 2445-5801,"Aeroporto Intl. de Guarulhos - Rod. Helio Smidt, S/N - Ed Teca - Sala 5.08 - 07143-970, Brazil",,http://www.cargoyellowpages.com/en/brazil/guarulhos/page_01.html
2775,2775,6,,GIANT TRANSPORTES NACIONAIS E INTERNACIONAIS LTDA....,jose.luiz@giantcargo.com.br,www.giantcargo.com.br,+55 (11) 2412-8019,"Rua Juazeiro do Norte 407 1er Andar Sala 1, Jardim Cumbica, Sao Paulo - SP, Brazil",,http://www.cargoyellowpages.com/en/brazil/guarulhos/page_01.html
2776,2776,7,,GREENWICH AGENCIAMENTO DE CARGAS INTERNATIONAIS LT...,geraldo@greenwichint.com.br,www.greenwichint.com.br,+55(11) 5092 2300,"Avenida pavao 367,  Sao Paulo, SP, Brazil",,http://www.cargoyellowpages.com/en/brazil/guarulhos/page_01.html
2777,2777,8,,GRUPO BRASILIENSE,,www.brasiliense.com.br,+55 (11) 6445-5065,", Brazil",,http://www.cargoyellowpages.com/en/brazil/guarulhos/page_01.html
2778,2778,9,,J. MORAES LOGISTICS,imprensa@jmoraes.com.br,www.jmoraes.com.br,+55 (11) 2461 9290,"Av. Mariana Ubaldina do Espiritu Santo 623, andar 5, sala 51, Macedo,  SP, Brazil",,http://www.cargoyellowpages.com/en/brazil/guarulhos/page_01.html
2779,2779,10,,JVALLE SERVIçOS ADUANEIROS,jvalle@jvalle.com.br,www.jvalle.com.br,55 11 2451-2459,"Av. Othon Luiz Silveira, 147, Jardim Rosa de Franca, Guarulhos - SP, Brazil",,http://www.cargoyellowpages.com/en/brazil/guarulhos/page_01.html
2780,2780,11,,LESCHACO LTDA. - GUARULHOS,info@leschaco.com.br,www.leschaco.com,,", Brazil",,http://www.cargoyellowpages.com/en/brazil/guarulhos/page_01.html
2781,2781,12,,"V. SANTOS CARGO, GUARULHOS",vsantosgru@vsantos.com.br,www.vsantos.com.br,+55 11 2445 5944,", Brazil",,http://www.cargoyellowpages.com/en/brazil/guarulhos/page_01.html
2782,2782,0,,FT BRASIL - FTB,bruno@ftbrasil.com.br,www.ftbrasil.com.br/nvocc.html,+55 47 3366 6811,"Rua Blumenau 1991, Itajai / SC 88305 105, Brazil","Aug, 29, 2018",http://www.cargoyellowpages.com/en/brazil/itajai/page_01.html
2783,2783,1,,KPM LOGISTICA,comercial@kpmlogistica.com.br,www.kpmlogistica.com.br/,+55 47 3046 1090,"Rua Samuel Heusi, 178, Sala 702 e 703, Centro, Itajai, SC, Brasil - CEP 88301-320","Apr, 27, 2017",http://www.cargoyellowpages.com/en/brazil/itajai/page_01.html
2784,2784,2,,ROYAL CARGO DO BRASIL,diretoria@royalcargo.com.br,royalcargo.com.br/,+55 47 3344 4243,"Rua Lauro Muller 495, Centro - Itajai, SC 88301-400, Brasil","Oct, 25, 2016",http://www.cargoyellowpages.com/en/brazil/itajai/page_01.html
