a,Unnamed: 0,company_name,email,home_page,phone_number,street_address,url
3029,,BRAZIL WIND LOGISTICS AGENCIAMENTO INTERNACIONAL D...,alexandra@windlog.com.br,www.windlog.com.br,+55 (11) 5033-7700,"Av. Santa Catarina, 493 - Vila Santa Catarina - 04635-001, SP - Sao Paulo, Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_06.html
3030,,CAF TRANSPORTES INTERNACIONAIS LTDA,escritorio@cafinternational.com.br,www.cafinternational.com.br,+55 (0)11 3675-2899,"Rua Amalia de Noronha 151, sala 404, andar 4 - Pinheiros, Sao Paulo, Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_06.html
3031,,CARGONET LOGISTICS BRASIL,info@cargonetlogistic.com.br,www.cargo-net.com.ar,+55 11 2737 9855,"Irai 438 CJ71, Indianapolis, Sao Paulo-SP, Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_06.html
3032,,CBF CARGO,atendimento@cbfcargo.com,www.cbfcargo.com,+(55 11) 3263.1112,"Av. Paulista, 2202 # 103, Consolacao - Sao Paulo-SP, 01311-000, Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_06.html
3033,,"CITY OCEAN LOGISTICS CO., (COSA SERVICOS LOGISTICO...",kevinsun@cosalogistica.com.br,www.cityocean.com,-100924,"Rua Augusta 1939, sala 122, 12 andar, Cerqueira Cesar, Sao Paulo, Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_06.html
3034,,"CITY OCEAN LOGISTICS CO., (COSA SERVICOS LOGISTICO...",kevinsun@cosalogistica.com.br,www.cityocean.com,-100924,"Rua Augusta 1939, sala 122, 12 andar, Cerqueira Cesar, Sao Paulo, Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_06.html
3035,,COIMEX CARGO,coimex@coimex.com.br,www.coimex.com.br,+55 (0)11 3178-1816,"Av. Paulista 925, andar 5, SP, 01311-916, Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_06.html
3036,,CROWN LOGISTICS - SAO PAULO,saopaulo@crownrelo.com,www.crownrelo.com,+(55) 11 4208 5550,"Av. Honorio Alvares Penteado, 97, Modulos ASM, Galpoes 27, 37, e 47, Alphaville, Santana de Parnaiba,  06543-320, Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_06.html
3037,,CTO BRASIL WORLDWIDE LOGISTICS LTDA,info.brazil@ctonet.com,www.ctonet.com,+55 11 3044 4433,", Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_06.html
3038,,DELMAR COMISSARIA DE SERVI??OS DO COMERCIO EXTERIOR...,delmar@delmarcargo.com.br,www.delmarcargo.com.br,+55 (11) 3259-6988,", Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_06.html
3039,,FIORDE LOGISTICA INTERACIONAL,fiorde@fiorde.com.br,www.fiorde.com.br,+55 11 3218-7000,"Rua Frei Caneca, 739, Sao Paulo - SP, Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_06.html
3040,,FRACHT DO BRASIL LOG??STICA LTDA,frachtsp@fracht.com.br,www.fracht.com.br,+55 11 3393-2720,"Rua Federacao Paulista de Futebol 799, andar 1, CJ 105 a 109, Barra Funda, Sao Paulo - SP, Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_06.html
3041,,GAFOR LOGISTICA,,www.gafor.com.br,55 (11) 2107-3100,"Av. das Nacoes Unidas 10.989, andar 3, Vila Olimpia, 04578-000,  SP, Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_06.html
3042,,GATELOG DO BRASIL,gatelog@gatelog.com.br,www.gatelog.com.br,+55 11 4196-9000,", Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_06.html
3043,,GATEWAY CONTAINER LINE BRASIL,info@gateway-br.com,www.gateway-br.com,+55 11 3284 4237,"Av. Brigadeiro Luis Antonio, 2466, CJ 101 01329-10,  SP, Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_06.html
3044,,GBEX - GRANBRASIL LOGISTICS LTDA.,contato@gbex.com.br,www.gbex.com.br,+55 (11) 5085-5871,"Rua Machado Bittencourt 361 cj 304 e 305, Vila Clementino,  SP CEP: 04044-001, Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_06.html
3045,,"GENERAL NOLI, SAO PAULO",gnolicampinas@generalnoli.com,www.generalnoli.com,+55 19 3794 6060,"Rua Antonio Lapa 178, SL 301, Cambui 13025-240 Campinas (SP), Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_06.html
3046,,GIANT TRANSPORTES NACIONAIS E INTERNACIONAIS LTDA....,roberta@giantcargo.com.br,www.giantcargo.com.br,+55 (11) 5581-0500,"Alameda dos Guaios, 637, Planalto Paulista, Sao Paulo (SP), Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_06.html
3047,,GLOBAL GOODS CORPORATION,sao@globalgoods.com.br,www.globalgoods.com.br,+55(11)5542 0708,"Av. Santo Amaro 2893, n04556-200  SP, Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_06.html
3048,,HAFEN AGENCIAMENTOS DE CARGAS LTDAAIRFREIGHT_SERVI...,marcio.sao@hafen.com.br,www.hafen.com.br,+55 11 5507 2922,"R. Geraldo de Campos Moreira 164-7 Andar, CJ 52 Brooklyn Novo-Cep 04571-020, Sao Paulo, Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_06.html
3049,,INTERGLOBO DO BRASIL LOGISTICA INTERNACIONAL LTDA,,www.interglobo.com,+55 11 2295-0646,"Rua Cantagalo, 692 CJ. 1316-03319 Tatuape, San Paulo, Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_06.html
3050,,ITAPOLIS,itapolis@itapolis.com,www.itapolis.com,+55 11 3273 7527,"Rua Amador Buenonda Veiga 1559,  SP, Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_07.html
3051,,ITL INTERCONTINENTAL TRANSPORTATION (BRASIL) LTDA....,patriciachuang@itlbrasil.com.br,www.itlbrasil.com.br,,"Rua Estela, 515, Blobo B,  14 andar, Bairro Vila Mariana, Sao Paulo SP, Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_07.html
3052,,JMP ASSESORIA ADUANEIRA E COMERCIO EXTERIOR LTDA,jmpadu1@uol.com.br,,+55(11) 2091-1200,", Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_07.html
3053,,JUST IN TIME COMERCIO EXTERIOR LTDA,justintime@justintime.com.br,www.justintime.com.br,+55 (11) 3205-3144,", Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_07.html
3054,,KERRY LOGISTICS DO BRASIL - TRANSPORTES INTERNACIO...,contact.brazil@kerrylogistics.com,www.kerrylogistics.com,+55 11 5531 0599,"Rua Barao do Triunfo 464, 4 andar Cj 42, Novo Brooklin,  SP CEP 04602-001, Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_07.html
3055,,KGL BRASIL SERVICOS DE LOGISTICA AGENCIAMENTO LTDA...,kglsao@kglbrazil.com,www.kglbrazil.com,+55-11 3262 3063,"Ave. Paulista 1471 Conjunto 817, 818 Jardim Paulista,  S.P., Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_07.html
3056,,LESCHACO LTDA. - SAO PAULO,info@leschaco.com.br,www.leschaco.com,(55) 11.5506 0633,", Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_07.html
3057,,LOCKSLEY DO BRASIL,joao.rodrigues@delmar-locksley.com.br,www.locksley.com.ar,+55 11-5081-7667,"Rua Carlos Petit 161 #102, Vila Mariana Cep 04110-000,  SP, Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_07.html
3058,,LOGWIN AIR + OCEAN BRAZIL LTDA,airocean.br@logwin-logistics.com,www.logwin-logistics.com,+55 11 5098-0644,"Rua Vieira de Moraes 670, Campo Belo, 04617-001 Sao Paulo / SP, Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_07.html
3059,,LPC LOGISTICA INTERNACIONAL,lpc@lpc.com.br,www.lpc.com.br,+55 11 3019 2828,"Rua Canuto Saravia 575, Mooca, Sao Paulo SP, Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_07.html
3060,,MACIMPORT COMERCIO INTERNACIONAL LTDA,info@macimport.com.br,www.macimport.com.br,+55 11 3670 0099,", Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_07.html
3061,,MARTINS DESPACHOS ADUANEIROS,martins@martinsdespachos.com.br,www.martinsdespachos.com.br,+55 11 3638 8200,"Rua Boa Vista 99, 11 andar, Sao Paulo, Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_07.html
3062,,MERCANTIL DESPACHOS ADUANEIROS,mercantil@mercantilnet.com.br,www.mercantilnet.com.br,+55(11) 5586-5586,", Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_07.html
3063,,MERIDIONAL CARGAS,sao@meridionalcargas.com.br,www.meridionalcargas.com.br,+55(11) 2989-1515,"Rua Sao Quirino, 862, Vila Guilherme,  SP, Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_07.html
3064,,NEW WAY FRETES,marcelo@newwayfretes.com.br,www.newwayfretes.com.br,+55 11 5563 1766,"Rua Jorge Duprat Figuereido 500, Vila Paulista,  SP, Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_07.html
3065,,NR LOGISTICA INTERNACIONAL (SAO),atendimento@nrlog.com,www.nrlog.com,+ 55 11 4114-1200,"Rua Ministro Ferreira Alves, 351, Perdizes - Sao Paulo/SP CEP: 05009-060, Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_07.html
3066,,NS DESPACHOS ADUANEIROS LTDA.,nsdespachos@terra.com.br,,+55(11) 3242-3299,", Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_07.html
3067,,NTP BRASIL SAO PULO,nptbrasil@nptbrasil.com.br,www.nptbrasil.com.br,+55 11 5053 7220,"Av. Ibirapuera 2033, CJ 72, Moema, 04029-100,  SP, Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_07.html
3068,,NYK LINE DO BRASIL LTDA.,csvc@nykline.com.br,www.nykline.com.br,+(55-11) 3371-4300,"Av. Paulista, 17th floor, Edificio TOP Center,  SP, Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_07.html
3069,,OIA GLOBAL-BELLVILLE ROAD AIR - SAO PAULO,alexandre.destro@bellvillerodair.com,www.bellvillerodair.com,+55 11 5102 2740,", Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_07.html
3070,,R. VACCARI Y ASOC. S.A.,rvaquotations@vaccari.com.br,www.vaccari.com.br,+55 (11)3284 8787,", Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_07.html
3071,,ROCHAMAR AGENCIA MARITIMA S/A,salesbrazil@tarannis.com.br,www.tarannis.com.br,+ 55 11 3383-4450,"Av. Ibirapuera 2033, cj 91-94, SAO, Sao paulo, SP, Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_07.html
3072,,SEKO BRAZIL,lourenco.cortico@sekologistics.com,www.sekologistics.com,+55 11 5543 3393,"Alameda dos Nhambiquaras 1500, 6th Floor, Rm 63,  SP 04082-001, Brazil      ",http://www.cargoyellowpages.com/en/brazil/sao-paulo/page_07.html
3073,,CLIPPER TRANSPORTES INTERNACIONAIS LTDA,nespoli@omion-imp.com.br,www.clipperweb.com.br,+55 (0)27 3289 0265,"Rva Do Carinmo, 240 SDLA 102, Ilhd Dos Bengos, CEP 01326-010 Vilda Velhas Es, Brazil      ",http://www.cargoyellowpages.com/en/brazil/victoria/page_01.html
3074,,BLUE SHIPPING DO BRASIL LTDA,,www.blueshipping.com.br,+55 (0)27 3026-0643,"Av Nossa Sra Dos Navegantes 755, Salas 707/708, 29050-355 Enseada Do Sua, Vitoria, Brazil      ",http://www.cargoyellowpages.com/en/brazil/victoria/page_01.html
3075,,BRAZIL WIND LOGISTICS AGENCIAMENTO INTERNACIONAL D...,leandro@windlog.com.br,www.windlog.com.br,+55 (19) 3737-1420,"Rod. Santos Dumont, KM 66 S/N - SALA 236 - 2do andar - Jd.Itatinga - Campinas/SP - 13052-901, Brazil      ",http://www.cargoyellowpages.com/en/brazil/viracopos/page_01.html
3076,,GIANT TRANSPORTES NACIONAIS E INTERNACIONAIS LTDA....,pedro.fernandes@giantcargo.com.br,www.giantcargo.com.br,+55 (19) 3225-5911,"Rodovia Santos Dumont, KM 66, Centro Empresarial  Campinas, SP, Brazil      ",http://www.cargoyellowpages.com/en/brazil/viracopos/page_01.html
3077,,LESCHACO LTDA. - VIRACOPOS,info@leschaco.com.br,www.leschaco.com,,", Brazil      ",http://www.cargoyellowpages.com/en/brazil/viracopos/page_01.html
3078,,PARTNER SHIPPING,evellyn@partnershipping.com.br,www.partnershipping.com.br,+55 27 3216 3153,"Av. J. Monteiro 1000, SL 517/519 Ed. Trade Center, Centro, Vitoria, Espiritu Santo 29010-935, B...      ",http://www.cargoyellowpages.com/en/brazil/vitoria/page_01.html
3079,,DC LOGISTICS BRASIL,guilherme.luz@dclogisticsbrasil.com,www.dclogisticsbrasil.com.br,+55 (0)27 3025-2310,"ES, Rua Jose Alexandre Buaiz No 300, Enseada do Sua, Sala No 1402, Ed Work Center, 29050-545 Vitoria, Brazil      ",http://www.cargoyellowpages.com/en/brazil/vitoria/page_01.html
3080,,GATE EXPRESS TRANSIT??RIO DE CARGAS LTDA,gatevix@gateexpress.com.br,www.gateexpress.com.br,+55 (0)27 3019-2425,"ES, Av Jeronimo Monteiro, No 1000-Cj 1108, Edificio Trade Center, CEP 29010-004  Espirito Santo, Brazil      ",http://www.cargoyellowpages.com/en/brazil/vitoria/page_01.html
3081,,DFX TRANSPORTE INTERNACIONAL LTDA,ebarone@dfx.com.br,www.grupodfx.com.br,+55 (0)27 3315-5255,", Brazil      ",http://www.cargoyellowpages.com/en/brazil/vitoria/page_01.html
3082,,BRAZIL WIND LOGISTICS AGENCIAMENTO INTERNACIONAL D...,rodrigo.pastore@windlog.com.br,www.windlog.com.br,+55 (27) 3324-1386,", Brazil      ",http://www.cargoyellowpages.com/en/brazil/vitoria/page_01.html
3083,,COIMEX CARGO,coimex@coimex.com.br,www.coimex.com.br,+55(27) 3335-6200,"Av. Nossa Senhora dos Navegantes 675 - 6to andar,  ES 29050-912, Brazil      ",http://www.cargoyellowpages.com/en/brazil/vitoria/page_01.html
3084,,INTERGLOBO DO BRASIL LOGISTICA INTERNACIONAL LTDA ...,,www.interglobo.com,+55 27 3019 4060,"Av. Nossa Senhora dos Navegantes 451, Ed. Petro Tower, Sala 507/508, Enseada do Sua,  Espirito Santo, Brazil      ",http://www.cargoyellowpages.com/en/brazil/vitoria/page_01.html
3085,,MERIDIONAL CARGAS,vix@meridionalcargas.com.br,www.meridionalcargas.com.br,+55(27) 3366-2903,"Rod. BR101 262 KM 10,5 Galpao P-29, Canaa, Viana (Vitoria), ES, Brazil      ",http://www.cargoyellowpages.com/en/brazil/vitoria/page_01.html
3086,,TORTOLA EXPRESS CARGO SERVICES,parcels@tortolaexpress.com,www.tortolaexpress.com,+1 284 495-0480,"Terrance B Lettsome Airport, Airport Cargo Centre, Beef Island,  VG1110, British Virgin Islands      ",http://www.cargoyellowpages.com/en/british-virgin-islands/tortola/page_01.html
3087,,CAMPBELL POWER MARINE & SHIPPING SERVICES LTD.,campbellpower@yahoo.com,www.campbellpower.com,+1 284 496 7504,"Road Town, Tortola, British Virgin Islands      ",http://www.cargoyellowpages.com/en/british-virgin-islands/tortola/page_01.html
3088,,CROWLEY CARIBBEAN SERVICES,,www.crowley.com,284-541-0683,"British Virgin Island, Tortola, British Virgin Islands      ",http://www.cargoyellowpages.com/en/british-virgin-islands/virgin-gorda/page_01.html
3089,,PRIMAX LOGISTICS COMPANY,sufitra.bubin@primaxlogistics.com,,6732343079,"U. 12, Floor 1, Block B, Kompleks Madang, Bandar Seri Begawan, Muara, Brunei      ",http://www.cargoyellowpages.com/en/brunei/bandar-seri-begawan/page_01.html
3090,,INTERMOVERS (B) SDN. BHD.,patrice@intermovers.com,www.intermovers.com,+(673) 233 7777,"No. 27A, Simpang 57-16, Kg. Sungai Buloh, Mukim Mentiri, Bandar Seri Begawan, Brunei      ",http://www.cargoyellowpages.com/en/brunei/bandar-seri-begawan/page_01.html
3091,,BIACC SDN BHD,bcmarifa@biacc.com.bn,www.biacc.com.bn,+673 2333 286,"Air Cargo Terminal, Brunei International Airport, Berakas BB2513, Negara Brunei Darussalam.      ",http://www.cargoyellowpages.com/en/brunei/bandar-seri-begawan/page_01.html
3092,,L. MARK EXPRESS (B) SDN BHD,lmarkexpress@gmail.com,www.lmarkexpress.com,+673 2662 695,"No. 128, Jalan Ban 4, Kg Mulaut, BG 2121, Bandar Seri Begawan, Brunei Darussalam, Brunei      ",http://www.cargoyellowpages.com/en/brunei/bandar-seri-begawan/page_01.html
3093,,B T FORWARDING COMPANY,info@btfwdg.com,www.btfwdg.com,+673 222 1933,"Unit 43,44,45, Block F & Unit 30,Block D, Madang Complex, Mukim Berakas, Bandar Seri Begawan BC 3715, Brunei      ",http://www.cargoyellowpages.com/en/brunei/bandar-seri-begawan/page_01.html
3094,,BRUNEI TRANSPORTING COMPANY,danny.chua@bruneitransporting.com,www.bruneitransporting.com,+673 223 1621,"Spg 88 Unit 7 & 8, Block B, Bang Begawan Pehin Dato Haji Mohd Yusof, Kg Kiulap, Bandar Seri Begawan BE1518, Brunei Muara, Brunei      ",http://www.cargoyellowpages.com/en/brunei/bandar-seri-begawan/page_01.html
3095,,BTC LOGISTICS SERVICES SENDIRIAN BERHAD,connie.lai@btc-international.biz,,+673 2 232419,"No 8, Block B, 2nd Floor, Bangunan BPDH Md Yusof, Kg Kiulap, Bandar Seri Begawan BE1518, Brunei      ",http://www.cargoyellowpages.com/en/brunei/bandar-seri-begawan/page_01.html
3096,,L MARK EXPRESS (B) SDN BHD,lmarkexpress@brunet.bn,,+673 2 662695,"No 128 Jalan Ban-4, Kg Mulaut, Bandar Seri Begawan BG2121, Brunei      ",http://www.cargoyellowpages.com/en/brunei/bandar-seri-begawan/page_01.html
3097,,TRI-STAR SHIPPING & TRADING COMPANY SDN BHD,enquiry@tristarbrunei.com,www.tristarbrunei.com,+673 2 653013,"No 16, Spg 584, KM 7, Jln Tutong, Bandar Seri Begawan BF 1320, Brunei      ",http://www.cargoyellowpages.com/en/brunei/bandar-seri-begawan/page_01.html
3098,,GLAMCO AVIATION (B) SDN BHD,inquiries.bn@glamco.info,www.glamco.info,+673 245 1757,"Unit No. 9, 1st Floor, Block H, Bangunan Pengkalan Gadong, Tungku Link, Gadong, BE3719, Brunei ...      ",http://www.cargoyellowpages.com/en/brunei/brunei/page_01.html
3099,,AIRCAT FORWARDING,enquiries@aircat.com.bn,www.aircat.com.bn,+673 2 231871,"Spg 88 Block A, Unit 1 & 2, Shankirin Complex, Kuilap, Gadong BE 1518, Brunei      ",http://www.cargoyellowpages.com/en/brunei/brunei/page_01.html
3100,,TRI-STAR SHIPPING & TRADING COMPANY SDN BHD,boniface@tristarbrunei.com,www.tristarbrunei.com,+673 3 341848,"Unit 23, 1st Floor, Wisma Yakin Lot 6344, Kg. Pandan, Kuala Belait KA 1931, Brunei      ",http://www.cargoyellowpages.com/en/brunei/kuala-belait/page_01.html
3101,,PSK LOGISTICS SDN BHD,bdm@psklbrunei.com,www.psklbrunei.com,+673 277 1562,"Unit 4, 1st Floor, Pang Building, Pekan Muara, Brunei Muara BT1128, Brunei Darussalam      ",http://www.cargoyellowpages.com/en/brunei/pekan-muara/page_01.html
3102,,MEHANIKA 70 LTD,mehanika70@abv.bg,,3.59879E+11,"2905 Banichan, Gotse Delchev, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/banichan/page_01.html
3103,,FLAMINGO SHIPPING LTD,charter@flamingo-shipping.com,www.flamingo-shipping.com,+359 56 840 652,"32, Gen. Gurko Str., fl. 4, 8000 Bourgas, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/bourgas/page_01.html
3104,,LION SHIPPING & CHARTERING LTD,office.bg@ls-chartering.ro,www.ls-chartering.ro,+359 (0)56 82 52 36,"Ivan Vazov No 2, Floor 2, BG-8000 Bourgas, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/bourgas/page_01.html
3105,,FLAMINGO SHIPPING LTD,charter@flamingo-shipping.com,www.flamingo-shipping.com,+359 (0)56 84 38 19,"32 Gen Gurko Str, Floor 4, BG-8000 Bourgas, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/burgas/page_01.html
3106,,AVAIR LTD,sales@avair.eu,www.avair.eu,+359 (0)56 842862,"3 Industrialna st, 2nd Floor, BG-8000 Burgas, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/burgas/page_01.html
3107,,EFE TRANS OOD,info@efegrup.com.tr,www.efegrup.com.tr,+359 (0)3866 2026,"Nadialka Simeonova Str 3, Apt 2, BG-6300 Haskovo, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/haskovo/page_01.html
3108,,EGT EXPRESS BG EOOD,a.eneva@egt.cz,www.egt.cz,+359 886 371 000,"Market Maritza area, Gates 16-18, Dimitrovgradsko shosse, 6300 Haskovo, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/haskovo/page_01.html
3109,,EUROLOG TRANSPORT & LOGISTICS,info@eurologtransport.com,www.eurologtransport.com/,0 850 333 04 96,"Str. Izvanragulacia No: 4 vil. Kalekovec Plovdiv, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/kalekovec/page_01.html
3110,,ACT LOGISTICS,info@act-logistics.com,www.act-logistics.com,+359 2 807 45 12,"1 Treti Mart Street,      ",http://www.cargoyellowpages.com/en/bulgaria/kazichene/page_01.html
3111,,TRANS PACK TRADING LTD.,info@transpack-logistics.com,www.transpack-logistics.com,+359 74262224,"E79 HIGHWAY WH 17 2870, MARIKOSTINOVO, BULGARIA      ",http://www.cargoyellowpages.com/en/bulgaria/marikostinovo/page_01.html
3112,,MULTIMA BG,plovdiv@multimabg.com,www.multimabg.com,35932940858,"Bulgaria, Plovdiv 4000, G. Benev 7 str.      ",http://www.cargoyellowpages.com/en/bulgaria/plovdiv/page_01.html
3113,,ABC BULGARIA EOOD,pdv@abc-airsea.com,www.abc-airsea.com,+359 (0)32 60 73 30,"2 Bialo More Str, BG-4004 Plovdiv, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/plovdiv/page_01.html
3114,,CARGO-PARTNER EOOD,pdv@cargo-partner.com,www.cargo-partner.com,+359 (0)32 67 03 30,"2 Bialo More Str, BG-4004 Plovdiv, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/plovdiv/page_01.html
3115,,UNISPED INS LTD,office@unisped.bg,www.unisped.bg,+359 (0)32 67 60 50,"36 Kuklensko Shose Str, BG-4004 Plovdiv, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/plovdiv/page_01.html
3116,,PRO LOGISTICS & SERVICES LTD,office@prologistic.eu,rologistic.eu,3.59879E+11,"6 Otetz Paisii str, 7000 Ruse, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/rousse/page_01.html
3117,,HOLLEMAN BULGARIA OOD,info@holleman.bg,www.holleman.ro,+359 (0)82 842886,", Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/rousse/page_01.html
3118,,DONCHEV-TRANSAVTO,donchevtransavto@abv.bg,,,"Ruse, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/ruse/page_01.html
3119,,MICOV LTD.,micov.bg@gmail.com,micov-bg.com/en.html,35982241584,"Str. Nikolaevska 24, Rousse, Bulgaria, 7000      ",http://www.cargoyellowpages.com/en/bulgaria/ruse/page_01.html
3120,,ESTRELLA TRANS LTD.,dispo14@estrellatrans.com,www.estrellatrans.com/,+359 2 870 2916,"108B Besarabia Street, Sofia, 1517 Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_01.html
3121,,AI CARGO BG LTD,sales@aicargo.bg,aicargo.bg,+359 (0)2426 8230,"Str. Iztochna Tangenta 102, office 5, Sofia Airport area, Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_01.html
3122,,NADYA GROUP INTERNATIONAL TRANSPORT,transport@nadyagroup.com,nadyagroup.com/,+359 (02) 444 7000,"ul. Plovdivsko Pole 11, Sofia, 1756 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_01.html
3123,,OPEN SKY LTD,sof@opensky-cargo.com,www.opensky-cargo.com,+359 2 4917846,"Area Lulin 4 , BL 418 Entr B, Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_01.html
3124,,ORBIT TRANS SMLLC,office@orbittrans.com,www.orbittrans.com,3.5988E+11,"Krum Bachvarov 4 ap 21, Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_01.html
3125,,BEKKER SERVICES LTD,operations@bekkerservices.bg,www.bekkerservices.bg,+359 2805 7222,"43., Angel Kanchev Street, Fl..1-Ap..5 - 1000 Sofia - Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_01.html
3126,,ATLAS CARGO LTD.,office@atlas-cargo.bg,www.atlas-cargo.bg,00359 2 9459068,"1540 Sofia, Bulgaria, Airport Sofia, Bl. 3, office 5      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_01.html
3127,,MIREKS SHIPPING LTD,sales@mireksshipping.com,www.mireksshipping.com,+359 (0)2 953 05 63,"32 Prague Blvd, Floor 3, BG-1606 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_01.html
3128,,CARGO POINT LTD,cargo@cargopoint.biz,www.cargopoint.biz,+359 (0)2 978 5850,"Sofia Airport, Institute of Air Transport, BG-1540 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_01.html
3129,,ADVANCE INTERNATIONAL TRANSPORT (BALKAN) EAD,balkan@advance-international.com,www.advance-international.com,+359 (0)2 400 51 00,"24 Simeonovsko Shose Blvd, BG-1700 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_01.html
3130,,AIR VORTEX LTD,mail@air-vortex.com,www.air-vortex.com,+359 (0)2 963 27 68,"51 Gorski Patnik Str, BG-1421 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_01.html
3131,,AIRBRIDGE LTD,rossitza.mitcheva@airbridge-bg.com,www.airbridge-bg.com,+359 (0)2 9844 8242,"Sofia Airport, T1, 1, Brussels Blvd., BG-1750 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_01.html
3132,,ART SHIPPING AND TOUR LTD,office@artshipping-bg.com,www.artshipping-bg.com,+359 (0)899 43 00 33,"Drujba Blok 90, Entr B, App. 38, BG-1592 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_01.html
3133,,AVAIR LTD,sales@avair.eu,www.avair.eu,+359 (0)2 978 2118,"Sofia Airport, Block 1, ent 1, fl 1, ap 4, BG-1540 Sofia, Bulgaria      ",http://www.cargoyellowpages.com/en/bulgaria/sofia/page_01.html
